"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS46","OUT027",3387.83847270808
"DRD24","OUT045",2167.86611944502
"FDV45","OUT017",3138.06928096548
"FDL26","OUT045",2443.75201575732
"FDA56","OUT018",1744.113028456
"FDN27","OUT046",1948.95130721259
"FDM20","OUT049",3961.52228089757
"FDO16","OUT017",1477.07687633199
"FDL03","OUT035",3249.61291763472
"FDE58","OUT046",1917.59216956635
"FDI02","OUT027",3306.85552951069
"NCC55","OUT019",0
"FDR03","OUT018",3040.05827834211
"FDB14","OUT017",1692.8328545716
"FDR45","OUT013",3840.34948869145
"NCN07","OUT017",2207.36512396653
"FDM51","OUT019",0
"FDT52","OUT027",5334.50223376112
"FDL26","OUT046",2527.90678323824
"NCZ42","OUT046",3801.43511893818
"DRI47","OUT019",448.278546862922
"FDW40","OUT013",2284.72225560748
"FDN34","OUT046",2787.42893957242
"FDS01","OUT035",2972.40647242888
"NCG55","OUT045",1773.26280043014
"FDC11","OUT035",1512.21846197319
"FDX35","OUT018",3348.94570729174
"NCB06","OUT046",2582.25172081959
"FDR09","OUT019",2180.8957741553
"FDC53","OUT017",1697.52737878366
"FDY45","OUT013",4069.51577201498
"FDA22","OUT010",775.996867826422
"FDE02","OUT035",1648.55317716336
"FDW21","OUT045",1617.48680942181
"FDV34","OUT046",1297.43291421528
"FDS59","OUT049",1859.40810437795
"NCW17","OUT017",2190.18109810024
"NCK54","OUT046",1900.69050276712
"FDG17","OUT019",1982.33012895832
"FDG35","OUT017",2972.97581280307
"FDD08","OUT010",0
"NCO07","OUT017",3481.06607169513
"FDJ10","OUT010",353.214011429032
"FDW36","OUT017",1821.21053401047
"FDW21","OUT010",0
"FDY19","OUT017",2071.7043214356
"DRE03","OUT013",790.405290726794
"NCC55","OUT049",664.270460614326
"FDH52","OUT010",0
"FDO09","OUT017",4330.90337007283
"FDU43","OUT045",3794.88178336653
"FDX09","OUT010",853.989385537229
"FDH40","OUT019",0
"FDW58","OUT017",1829.69810903852
"FDC47","OUT017",3709.42307773281
"NCR41","OUT035",1625.19807927214
"DRG49","OUT035",3937.99055713856
"FDC52","OUT027",3893.99195594739
"FDY13","OUT046",1302.02727491345
"FDY35","OUT013",833.59753947312
"FDI35","OUT017",3057.87250097276
"NCU18","OUT049",2272.55509473601
"FDY33","OUT018",2267.40243690575
"FDC15","OUT027",3881.36094792106
"FDU01","OUT049",3094.59434250491
"NCU42","OUT046",2719.51644268348
"NCV29","OUT018",2546.97238681581
"NCY30","OUT017",3015.99783026173
"FDQ46","OUT049",1833.9031108234
"FDG58","OUT027",3922.55645465981
"FDK33","OUT017",3523.16888955401
"NCD07","OUT045",1762.09535394252
"NCX29","OUT027",3735.21967356736
"NCT42","OUT013",2372.95435508209
"DRN59","OUT035",870.817215291018
"FDI44","OUT035",1403.73519064412
"FDA45","OUT049",2841.87463357989
"FDP31","OUT045",1058.19672041313
"FDY01","OUT046",1932.13426169821
"FDT09","OUT018",1893.07492663375
"DRH03","OUT027",2959.6089845065
"FDA36","OUT018",2705.88396314207
"NCF31","OUT017",2552.98727396313
"FDG14","OUT049",2535.52073211946
"FDG28","OUT027",5347.0043825105
"FDU14","OUT049",3969.11451951503
"FDY47","OUT019",249.248347128421
"FDI56","OUT049",1539.25381397043
"DRD01","OUT013",981.205774147077
"FDM22","OUT046",1007.99118605352
"FDH33","OUT013",718.664062378811
"DRZ24","OUT013",1901.09532701007
"NCQ38","OUT046",1733.64388132738
"FDO16","OUT027",2801.85142064552
"FDU07","OUT027",3861.40105354435
"NCB07","OUT013",3070.8539967648
"FDU48","OUT045",2053.62153317794
"NCM43","OUT045",2557.31390195382
"FDR31","OUT010",467.231693929331
"DRK49","OUT018",400.342448103112
"NCI30","OUT010",1909.01473106931
"DRD60","OUT017",2998.60502102084
"NCG19","OUT046",3700.86737807632
"FDH12","OUT035",1784.22715871326
"FDM32","OUT035",1623.26384015652
"FDM27","OUT035",2597.04315930612
"NCU53","OUT027",4096.7758124292
"NCQ18","OUT046",1586.38542129165
"FDS10","OUT013",2873.53442978371
"FDB33","OUT027",4000.9097335753
"FDI12","OUT013",1455.47747643254
"NCW42","OUT013",3496.28078292396
"NCC06","OUT018",1752.29570927648
"FDW02","OUT017",2169.29671665827
"NCD43","OUT017",1799.6359001182
"FDM57","OUT018",1099.13508729947
"FDA58","OUT017",3865.90154337887
"FDK56","OUT046",2998.90394377097
"FDP52","OUT045",3624.72546463075
"FDW20","OUT018",1749.71837241707
"FDS52","OUT049",1661.35071937962
"NCT29","OUT018",1633.91228307898
"NCL54","OUT013",2792.93343012719
"FDC05","OUT045",3084.14667843327
"FDF34","OUT035",3265.62062934839
"FDP03","OUT027",3488.02250844401
"FDD32","OUT010",0
"FDZ10","OUT045",1989.48981327727
"FDZ40","OUT035",977.375105156949
"FDD51","OUT018",404.427273659831
"NCY30","OUT019",933.558231974946
"FDP58","OUT017",3560.7733922109
"FDV49","OUT017",4352.65395261134
"FDY24","OUT019",0
"NCO55","OUT017",1836.52387637232
"FDR13","OUT017",2093.40772955854
"FDS51","OUT017",1174.39540249185
"FDP26","OUT045",1565.55915304959
"NCB54","OUT027",3511.16911243596
"FDF32","OUT017",3296.02128678833
"FDN31","OUT018",2752.83070937414
"DRM48","OUT017",717.277511326343
"FDN20","OUT049",2779.38610975892
"DRL01","OUT046",3764.17119089802
"FDV56","OUT049",1862.94303938262
"DRH13","OUT027",3168.33854485933
"FDA03","OUT017",2469.21930188922
"FDF47","OUT027",5003.3923899541
"FDX32","OUT046",2443.86620777593
"FDX57","OUT049",1644.36521568308
"NCA30","OUT045",2902.45725030198
"FDO49","OUT013",915.15915917089
"FDL04","OUT019",0
"DRM48","OUT035",691.994792231967
"FDR16","OUT013",3395.14035494046
"NCC19","OUT018",2732.48851076835
"NCE42","OUT045",3636.94310783776
"FDY24","OUT017",1075.62011328731
"FDH19","OUT049",2847.02185636609
"FDJ46","OUT013",2784.41314977692
"FDN45","OUT010",1594.98202676283
"FDY08","OUT035",2373.79394228529
"FDZ37","OUT035",1585.21706286238
"NCT30","OUT045",691.63644575032
"DRY23","OUT018",432.511772796122
"NCZ30","OUT018",1649.27639956467
"FDC44","OUT018",1540.93083703188
"FDB45","OUT035",1824.46530097425
"FDY04","OUT013",2645.5006725468
"FDM27","OUT046",2638.20990576906
"FDZ43","OUT017",4028.31899105953
"FDT39","OUT019",572.917546302164
"NCC06","OUT019",107.21021609326
"FDL15","OUT027",3902.09326702547
"FDL57","OUT017",4236.65338132325
"FDU08","OUT046",1683.62876712224
"FDK40","OUT017",4296.13161964478
"FDQ12","OUT010",1718.78471995011
"FDS48","OUT017",2561.98797687701
"FDP09","OUT045",3295.21630979702
"FDW21","OUT049",1700.64596876806
"FDY25","OUT035",3009.80760101263
"DRE13","OUT017",1516.10741077266
"FDV43","OUT019",0
"FDD22","OUT045",1716.84611649085
"FDM46","OUT019",0
"NCO30","OUT010",1000.63367830529
"FDM25","OUT046",2860.22027876488
"NCN41","OUT049",2011.28367589702
"FDU24","OUT045",1468.29821758163
"FDZ50","OUT046",2960.25880165547
"FDP45","OUT013",4042.6481035354
"NCM54","OUT045",1924.03181035863
"FDW10","OUT019",869.174136002831
"FDP20","OUT017",2223.76596130274
"FDK32","OUT046",2530.36513666711
"FDN52","OUT049",1465.71311451631
"FDM58","OUT045",1774.18415166983
"FDZ46","OUT027",3221.99567047209
"NCA18","OUT018",1567.87928382967
"FDD35","OUT046",2035.80730702383
"NCK31","OUT035",914.058875955581
"FDI40","OUT027",3062.37109021658
"FDT50","OUT019",0
"NCT06","OUT046",2636.57463584881
"FDT31","OUT035",3123.58199723139
"FDT45","OUT049",925.690429792548
"FDT13","OUT045",2949.1509783101
"FDO50","OUT045",1433.90006538353
"NCU18","OUT010",295.158058254471
"NCR54","OUT049",3096.84661873757
"NCO18","OUT018",2527.78186353166
"FDU09","OUT045",904.812476117762
"FDT13","OUT018",2738.43710060815
"FDE09","OUT046",1896.35831917942
"NCK53","OUT019",0
"FDG45","OUT049",3480.16049754377
"DRH15","OUT035",803.233232971107
"FDO21","OUT019",1700.42096814332
"FDD14","OUT027",4370.03882769896
"FDC09","OUT046",1785.12489061734
"FDH45","OUT027",2236.62276353032
"FDV32","OUT046",1142.01104609938
"FDG12","OUT035",2068.77905310176
"FDS32","OUT013",2350.34081634468
"NCL55","OUT018",3667.44462197887
"DRE01","OUT035",3888.20530958584
"DRE15","OUT049",1280.16854369295
"NCL42","OUT045",3807.99529710477
"FDP31","OUT013",1123.40414632983
"FDN33","OUT018",1250.91822222699
"FDZ59","OUT046",2700.4873646691
"FDE45","OUT010",956.848623051775
"FDJ07","OUT013",1949.26081524465
"FDQ45","OUT018",2699.27895943259
"FDM33","OUT027",4903.292205391
"FDO15","OUT010",0
"FDM46","OUT013",1491.55700368161
"FDR03","OUT045",3255.43599578442
"FDY49","OUT018",2451.4469596305
"FDQ60","OUT045",1874.80496167614
"FDW10","OUT049",2856.52697754804
"FDO51","OUT049",852.171201512082
"FDJ40","OUT018",1489.01539794809
"FDS20","OUT018",2651.82125365321
"FDU45","OUT013",1877.13338900532
"FDV02","OUT035",2751.31525376929
"FDN09","OUT046",3874.42869845295
"NCM55","OUT027",4389.65279024556
"FDN23","OUT018",2077.02287481142
"FDY31","OUT010",441.282717941741
"FDW03","OUT010",0
"FDD14","OUT046",2950.98749107672
"FDV23","OUT017",2150.06389613869
"DRI03","OUT045",2706.59387124392
"FDN13","OUT035",1681.09776151509
"FDF45","OUT027",2525.71205695588
"FDU46","OUT035",1563.8681388647
"FDB57","OUT049",3651.82764840759
"FDV12","OUT049",1717.05635089484
"FDQ58","OUT013",2448.07195146853
"NCA18","OUT017",1968.32442287292
"FDH52","OUT049",1094.81360185609
"FDM24","OUT018",2154.65373297305
"NCP43","OUT027",4313.69522931074
"NCO18","OUT019",881.199284821251
"FDM32","OUT017",1659.60718523838
"NCL07","OUT017",776.482029085959
"FDK03","OUT013",4027.47016217336
"FDP59","OUT017",1837.06454656568
"FDQ24","OUT049",4028.13259140534
"FDQ16","OUT018",1461.28371855038
"FDU44","OUT013",2662.3049227474
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",872.180159647833
"FDR56","OUT046",3215.51639702116
"FDV39","OUT049",3190.44944583714
"FDU37","OUT019",0
"FDQ11","OUT010",2213.0478183397
"FDX02","OUT045",3437.1626307272
"NCS42","OUT018",1182.43372521776
"FDY57","OUT027",2991.87264710759
"FDB21","OUT049",3880.28107412645
"FDE28","OUT017",3768.99210432466
"FDQ55","OUT017",2048.80270383466
"FDA48","OUT049",3557.64307724883
"FDZ19","OUT045",2735.28131324428
"NCC43","OUT045",3880.13257155346
"NCV18","OUT046",1330.27657907089
"NCA42","OUT018",2229.83739195335
"FDY45","OUT046",4094.61860036807
"NCC30","OUT045",2751.38617498542
"FDM57","OUT013",1445.0668909727
"FDL09","OUT010",730.028869667415
"FDB09","OUT027",3481.96690122995
"FDT44","OUT035",2022.47863724593
"NCT06","OUT027",4030.79374886953
"FDX26","OUT049",2912.41656660431
"FDK32","OUT013",2545.58121447796
"DRA12","OUT046",2308.87940573489
"FDO46","OUT010",1120.14400630705
"FDE52","OUT013",1448.51432331384
"NCH42","OUT045",3551.80010417038
"FDV08","OUT035",852.934328801032
"FDB47","OUT018",3048.54387002408
"FDC28","OUT010",0
"FDD22","OUT046",1855.50004545389
"FDS07","OUT027",3317.84170140175
"DRI13","OUT045",3358.78718136262
"FDG32","OUT018",3244.833472269
"FDU14","OUT017",4061.67280259828
"FDD28","OUT019",0
"NCP41","OUT017",1906.17463732488
"FDS08","OUT049",2868.20292080161
"FDX47","OUT045",2507.03704545673
"FDC53","OUT019",0
"FDQ19","OUT035",3997.00908154914
"FDL14","OUT045",2486.20498362809
"FDM33","OUT019",1576.91482685181
"FDA51","OUT045",1730.81425539162
"FDZ27","OUT018",512.647117346315
"FDT04","OUT046",703.42282395031
"DRC13","OUT049",2074.33245694393
"FDR16","OUT027",4850.17895888579
"FDQ03","OUT027",5218.70794053055
"FDE38","OUT035",2801.32539699852
"DRH23","OUT027",2367.21069808924
"FDT11","OUT019",1144.54026267103
"FDD09","OUT035",2995.62152332067
"FDR40","OUT045",1305.08246870216
"FDX07","OUT017",3136.71236165898
"FDR07","OUT035",1688.49566893004
"FDA51","OUT017",1948.42210624175
"FDT59","OUT019",1768.87578364377
"FDF20","OUT017",3275.798472174
"FDR13","OUT045",1863.19664317141
"FDY26","OUT049",3387.8399223511
"FDW04","OUT017",2234.82006436715
"FDK52","OUT017",3695.66819306691
"FDN60","OUT049",2543.71160037919
"FDM09","OUT019",833.81974881517
"FDP46","OUT049",1462.12166090199
"FDB50","OUT019",0
"NCQ29","OUT049",4113.60313389142
"FDP16","OUT027",5305.45338352309
"FDX33","OUT018",2304.10426663011
"FDP07","OUT010",1241.52647252941
"FDN22","OUT046",4020.00834458804
"FDF39","OUT049",4200.380919225
"FDS21","OUT017",1185.39017757869
"NCM42","OUT013",1731.28847816974
"FDK50","OUT019",746.022055754782
"DRF13","OUT027",3779.51552092997
"FDH35","OUT018",2354.15331902068
"FDP60","OUT018",1329.14687742296
"DRJ49","OUT027",3523.24687069305
"NCT42","OUT019",443.196533161491
"FDE38","OUT049",2752.86334823437
"FDI04","OUT049",3208.71291756295
"NCH54","OUT045",2412.77421699563
"FDT56","OUT049",1079.50628844763
"DRD15","OUT018",3359.59963452988
"FDV58","OUT013",3112.66150492312
"FDP21","OUT049",3064.52019750876
"FDH05","OUT013",3715.08077967329
"FDR10","OUT027",4026.98332252282
"NCP06","OUT045",2288.71772180428
"FDF33","OUT049",1967.64222418713
"DRK37","OUT013",3015.10865592719
"DRH49","OUT045",1297.85087518176
"FDT58","OUT013",2680.46680137585
"FDD41","OUT018",1410.56410774741
"FDP40","OUT018",1521.29101209168
"FDM51","OUT027",3142.62856361803
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",901.768283644961
"FDB10","OUT010",1825.87889100799
"FDM40","OUT035",2303.91033303304
"NCI06","OUT017",2980.9735120859
"FDW12","OUT019",444.893449720223
"FDX48","OUT027",3966.86051060323
"NCW05","OUT027",3138.32706839455
"FDX27","OUT017",1661.83379090642
"DRM37","OUT045",3044.91806917202
"FDA38","OUT045",3731.03397967715
"FDR36","OUT046",752.340846116271
"FDZ45","OUT046",3187.9699842731
"FDG05","OUT017",2670.60706779125
"FDK28","OUT013",4086.6522114164
"FDV47","OUT045",1339.61856117173
"FDN21","OUT045",2479.8296364463
"FDP20","OUT027",3525.38012958549
"FDI35","OUT045",2855.69503337658
"DRY23","OUT013",762.926647997469
"FDA56","OUT017",2158.59081514583
"FDB09","OUT013",2037.78766504094
"NCO26","OUT027",3293.20800131591
"FDQ49","OUT018",2270.96602535789
"FDI52","OUT027",3373.21996749225
"FDZ44","OUT027",3375.71115758787
"FDZ09","OUT018",2314.79685218363
"FDY03","OUT049",1904.28545959521
"NCG42","OUT017",2187.20264952661
"DRI13","OUT027",4885.21203680563
"FDQ32","OUT013",2118.73775520464
"FDW16","OUT035",1587.91890658792
"FDU27","OUT046",842.565243059545
"FDR28","OUT010",703.405960768903
"FDQ49","OUT010",659.344295654563
"FDS37","OUT046",1950.3824026543
"FDW26","OUT018",3199.13965229417
"FDX12","OUT018",3582.8161174414
"NCP06","OUT013",2400.51839107144
"FDW45","OUT010",400.261993940273
"NCN30","OUT049",1553.72782301368
"FDN24","OUT049",918.632373229835
"NCL41","OUT027",2015.7308308112
"FDR02","OUT019",0
"FDD09","OUT010",1006.37182422703
"FDS33","OUT010",0
"FDU22","OUT045",1840.24869790366
"FDI53","OUT013",2608.9320621065
"DRH01","OUT049",2804.57538277747
"FDX32","OUT013",2373.47926235256
"NCP30","OUT018",366.876635761725
"FDB60","OUT045",3058.18785146964
"FDB14","OUT049",1614.36922681698
"NCP02","OUT035",1027.58383251462
"FDJ10","OUT017",2397.63692072494
"FDG34","OUT046",1875.35553660709
"NCB18","OUT017",1532.00449706125
"FDM16","OUT049",1286.11121221508
"FDW25","OUT018",1126.64547477866
"FDB35","OUT010",0
"DRN11","OUT013",2292.09101317171
"FDF41","OUT019",1955.32335931476
"FDH16","OUT045",1345.03875039422
"NCQ50","OUT018",3055.99926869954
"DRH23","OUT018",638.660730479595
"DRJ37","OUT013",2427.02375709406
"DRJ24","OUT027",4339.89534606726
"FDY16","OUT035",3011.19059260468
"FDQ27","OUT045",1684.01736434206
"FDZ33","OUT045",2288.09078254635
"FDF29","OUT045",2065.33208703457
"FDA08","OUT049",2723.43580035612
"FDG31","OUT046",1139.14979162888
"FDE34","OUT019",1032.29352071229
"NCR30","OUT027",2611.99812354916
"FDV33","OUT035",4216.03097206317
"DRZ24","OUT018",1645.50668122557
"NCL54","OUT035",2811.19075476336
"FDR12","OUT049",2849.00498862551
"NCC54","OUT046",3846.62209193949
"DRN59","OUT013",823.789018797926
"FDX50","OUT019",0
"FDV31","OUT027",4300.23757538517
"NCA29","OUT027",4166.89763530574
"FDW60","OUT049",2917.67099374216
"FDX08","OUT017",3082.20631936163
"DRD49","OUT013",3711.13609332023
"FDD33","OUT046",3721.60529575044
"FDW35","OUT013",769.343793842867
"FDJ36","OUT017",1820.96637651359
"FDV51","OUT035",2753.68631516846
"FDW36","OUT046",1763.90452046512
"FDH35","OUT046",2698.85279322559
"NCS30","OUT027",3496.55866680882
"FDN49","OUT017",823.125724317348
"FDL08","OUT018",3645.29226983062
"FDI09","OUT013",4031.09736973454
"FDP19","OUT018",1792.9716910508
"FDU21","OUT010",0
"NCP41","OUT045",1674.39309467568
"FDY10","OUT013",1834.50346402808
"FDP12","OUT018",391.483398205313
"NCN26","OUT049",1887.46953805459
"FDK44","OUT013",2816.04512524642
"FDC28","OUT049",1782.42844194226
"FDJ41","OUT027",5589.73758783187
"NCT29","OUT035",2066.58026547977
"NCH42","OUT019",1686.49804403668
"FDU60","OUT018",2419.80703835604
"FDS02","OUT045",2979.9612706116
"FDC51","OUT046",2037.37452045338
"FDU03","OUT013",2961.60997319563
"FDX39","OUT045",3337.81287584269
"NCY05","OUT010",0
"NCL06","OUT027",5512.74894761493
"FDD32","OUT035",1489.47577139516
"NCN41","OUT045",1898.54145911817
"NCX53","OUT049",2311.70487064502
"FDU57","OUT019",504.247651643944
"FDQ23","OUT046",1744.47944352028
"FDQ52","OUT045",3826.3475777225
"FDC14","OUT045",694.824808332353
"FDY09","OUT035",2908.1891849406
"FDQ28","OUT045",2444.65206053664
"FDV25","OUT046",3579.72346075908
"FDJ07","OUT035",1981.5413772653
"DRB25","OUT049",1730.45510531176
"FDK52","OUT019",1627.78204663828
"FDY52","OUT027",2480.57259450952
"FDB28","OUT046",3137.00018753576
"FDT36","OUT035",702.076422505318
"FDV25","OUT017",3691.53172266878
"NCN07","OUT027",3522.84668499421
"FDC57","OUT017",3279.04753202177
"FDQ03","OUT018",3500.5827499014
"FDU23","OUT017",2820.03772235443
"NCX41","OUT035",3465.06929758246
"NCD06","OUT035",832.180532485943
"FDW08","OUT045",1663.50981202536
"NCU29","OUT017",2459.4515465221
"NCE06","OUT013",2549.65872003402
"FDV52","OUT010",0
"FDB02","OUT017",3027.1466090781
"NCR18","OUT045",637.967776584016
"FDK16","OUT049",1569.67666794674
"NCQ29","OUT010",2134.09717886047
"FDZ01","OUT019",0
"FDW27","OUT035",2616.30291644418
"FDD17","OUT018",3465.68097272063
"FDW39","OUT013",2889.31256600747
"DRH59","OUT045",1132.10615659166
"FDS52","OUT013",1661.94317761893
"FDU40","OUT027",4523.63700295983
"NCF54","OUT013",2755.59083717627
"FDH46","OUT045",1637.23705168197
"NCP14","OUT049",1669.74425742259
"FDH50","OUT049",3076.80050493423
"DRF15","OUT010",501.568306958501
"FDV27","OUT027",2917.0059982497
"NCJ06","OUT049",1946.06700046693
"FDN02","OUT018",3000.2659563639
"FDQ51","OUT049",877.439027347595
"FDQ07","OUT017",3729.47821840398
"FDS45","OUT049",1788.90563424142
"NCJ06","OUT045",1850.45049034214
"FDD36","OUT035",1991.91089113129
"FDY25","OUT045",2875.07469461202
"FDU52","OUT046",2489.72242284359
"DRK47","OUT017",3737.55664569434
"NCL30","OUT017",2161.93494004609
"FDN22","OUT035",4081.51323836783
"NCF30","OUT027",3414.38388010824
