"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDL46","OUT049",1980.89110608665
"FDM20","OUT045",3851.21035453755
"NCI06","OUT010",922.80855216248
"DRM11","OUT035",4179.83179843479
"NCH07","OUT018",2221.49903940663
"FDS23","OUT013",2125.40139040043
"FDO49","OUT018",566.814059407065
"FDS35","OUT049",1146.042128968
"DRK39","OUT045",1273.16217500696
"DRI39","OUT049",1005.7672750318
"FDV04","OUT017",2679.3498912613
"NCN14","OUT035",2970.48964155658
"FDH08","OUT013",3706.0139394765
"FDS20","OUT046",2973.94463464864
"FDV40","OUT049",1303.49728451386
"FDZ48","OUT010",0
"FDS24","OUT027",2892.52127417184
"FDK44","OUT049",2843.17012413508
"FDS48","OUT045",2361.73050723475
"FDK26","OUT010",1069.89393762835
"FDD23","OUT045",2954.7464612968
"NCH54","OUT017",2686.60826831388
"NCP14","OUT010",0
"FDM60","OUT010",0
"FDV24","OUT017",2574.74796907231
"FDH08","OUT018",3362.40380594138
"FDS12","OUT027",3516.11911030045
"FDR39","OUT027",4340.52936381209
"FDP12","OUT027",2098.12040640971
"DRF60","OUT027",5177.49327750162
"FDC09","OUT035",1775.23295598658
"FDF50","OUT018",2892.2069802439
"FDG28","OUT035",3971.58396240399
"NCE19","OUT017",1037.62596885317
"NCM53","OUT010",0
"NCN18","OUT049",1809.9382247074
"FDF32","OUT035",3275.07063067767
"FDF11","OUT013",3835.95815787387
"DRI59","OUT049",3602.47055646706
"NCG54","OUT035",2767.46813512408
"FDM44","OUT046",1704.02645911213
"FDT57","OUT018",3477.89560372636
"FDV24","OUT046",2478.85666473176
"FDI50","OUT019",1721.51999138862
"FDS09","OUT035",973.545205754221
"NCC31","OUT027",3888.93194275215
"FDQ07","OUT019",1584.78049061935
"FDC22","OUT017",3206.00294344141
"FDZ56","OUT046",2761.09734903553
"FDZ40","OUT019",0
"FDS46","OUT027",3372.09272706095
"DRD24","OUT045",2176.87250260858
"FDV45","OUT017",3163.58843369155
"FDL26","OUT045",2444.59312634113
"FDA56","OUT018",1717.10539582514
"FDN27","OUT046",1965.10033665033
"FDM20","OUT049",3942.12347560064
"FDO16","OUT017",1509.40699648202
"FDL03","OUT035",3220.1296525994
"FDE58","OUT046",1946.92357858411
"FDI02","OUT027",3276.29293574654
"NCC55","OUT019",0
"FDR03","OUT018",3004.5469368921
"FDB14","OUT017",1661.66301427906
"FDR45","OUT013",3858.80200548123
"NCN07","OUT017",2197.13014002544
"FDM51","OUT019",0
"FDT52","OUT027",5340.61197904517
"FDL26","OUT046",2526.96191232878
"NCZ42","OUT046",3796.89203055698
"DRI47","OUT019",410.851090684157
"FDW40","OUT013",2307.13474573929
"FDN34","OUT046",2759.00960431413
"FDS01","OUT035",2951.89023691905
"NCG55","OUT045",1782.23616438947
"FDC11","OUT035",1536.96247794638
"FDX35","OUT018",3325.10753772163
"NCB06","OUT046",2575.1599988362
"FDR09","OUT019",2220.29185064997
"FDC53","OUT017",1728.96866824831
"FDY45","OUT013",4081.47507027495
"FDA22","OUT010",783.518211991133
"FDE02","OUT035",1659.24955810326
"FDW21","OUT045",1589.56054265357
"FDV34","OUT046",1271.61750173273
"FDS59","OUT049",1828.59464018025
"NCW17","OUT017",2164.00936124851
"NCK54","OUT046",1903.45691511058
"FDG17","OUT019",1976.8626829703
"FDG35","OUT017",2913.40443174934
"FDD08","OUT010",0
"NCO07","OUT017",3459.22938488403
"FDJ10","OUT010",375.427902514082
"FDW36","OUT017",1839.79337649216
"FDW21","OUT010",0
"FDY19","OUT017",2057.34819975576
"DRE03","OUT013",811.540200449828
"NCC55","OUT049",677.864094464906
"FDH52","OUT010",0
"FDO09","OUT017",4338.69001811031
"FDU43","OUT045",3746.07638414086
"FDX09","OUT010",884.96829304335
"FDH40","OUT019",0
"FDW58","OUT017",1846.01616254701
"FDC47","OUT017",3756.52349153489
"NCR41","OUT035",1599.12138496786
"DRG49","OUT035",3953.02369230763
"FDC52","OUT027",3899.35872366746
"FDY13","OUT046",1286.60197055281
"FDY35","OUT013",795.915595353871
"FDI35","OUT017",3048.5882360049
"NCU18","OUT049",2284.35098795705
"FDY33","OUT018",2269.14119232297
"FDC15","OUT027",3981.15724635846
"FDU01","OUT049",3031.69876184584
"NCU42","OUT046",2717.59023745264
"NCV29","OUT018",2520.32033715355
"NCY30","OUT017",3019.61444125311
"FDQ46","OUT049",1875.22508748227
"FDG58","OUT027",3923.10487525277
"FDK33","OUT017",3538.51751628231
"NCD07","OUT045",1773.43403351489
"NCX29","OUT027",3730.45313890026
"NCT42","OUT013",2371.87299758051
"DRN59","OUT035",859.636296332424
"FDI44","OUT035",1406.52665945067
"FDA45","OUT049",2903.26979185282
"FDP31","OUT045",1043.21548400289
"FDY01","OUT046",1918.46988934831
"FDT09","OUT018",1869.36141362218
"DRH03","OUT027",2973.9362848327
"FDA36","OUT018",2707.32178376825
"NCF31","OUT017",2560.75864314059
"FDG14","OUT049",2484.24915867042
"FDG28","OUT027",5349.94615812745
"FDU14","OUT049",4022.40674988729
"FDY47","OUT019",217.096123375096
"FDI56","OUT049",1537.01977679421
"DRD01","OUT013",957.613880301373
"FDM22","OUT046",980.083086456043
"FDH33","OUT013",767.953506216403
"DRZ24","OUT013",1921.87502760971
"NCQ38","OUT046",1716.97557401187
"FDO16","OUT027",2837.66119231228
"FDU07","OUT027",3852.1557800484
"NCB07","OUT013",3090.16608049879
"FDU48","OUT045",2076.37842990355
"NCM43","OUT045",2543.02465327633
"FDR31","OUT010",408.508233181662
"DRK49","OUT018",411.022688443101
"NCI30","OUT010",1922.81027117685
"DRD60","OUT017",3007.71616650888
"NCG19","OUT046",3741.45945238038
"FDH12","OUT035",1810.93307958325
"FDM32","OUT035",1603.32537982832
"FDM27","OUT035",2605.37439545474
"NCU53","OUT027",4062.96771174116
"NCQ18","OUT046",1622.73147921117
"FDS10","OUT013",2897.53090687225
"FDB33","OUT027",3979.56110173539
"FDI12","OUT013",1446.9030243029
"NCW42","OUT013",3509.18671368119
"NCC06","OUT018",1757.48455165465
"FDW02","OUT017",2179.0627835956
"NCD43","OUT017",1796.81831311696
"FDM57","OUT018",1094.03960790422
"FDA58","OUT017",3906.24061262155
"FDK56","OUT046",3007.55701352391
"FDP52","OUT045",3617.64741414784
"FDW20","OUT018",1731.59826454688
"FDS52","OUT049",1692.38718761867
"NCT29","OUT018",1620.70460277602
"NCL54","OUT013",2811.6092855395
"FDC05","OUT045",3105.44678258012
"FDF34","OUT035",3238.7575626546
"FDP03","OUT027",3466.37726997101
"FDD32","OUT010",0
"FDZ10","OUT045",2004.40568639316
"FDZ40","OUT035",1019.11155664086
"FDD51","OUT018",483.951440300684
"NCY30","OUT019",924.47082527974
"FDP58","OUT017",3611.51390809873
"FDV49","OUT017",4332.9588321538
"FDY24","OUT019",0
"NCO55","OUT017",1841.89306390526
"FDR13","OUT017",2035.60889667315
"FDS51","OUT017",1185.73500262506
"FDP26","OUT045",1650.15181046964
"NCB54","OUT027",3494.35130180018
"FDF32","OUT017",3287.84191424177
"FDN31","OUT018",2745.60125218466
"DRM48","OUT017",750.733444166039
"FDN20","OUT049",2760.3075050287
"DRL01","OUT046",3722.84679148296
"FDV56","OUT049",1799.07685452907
"DRH13","OUT027",3174.8700465438
"FDA03","OUT017",2486.15416400941
"FDF47","OUT027",5013.2965439531
"FDX32","OUT046",2405.32822470765
"FDX57","OUT049",1631.7959198026
"NCA30","OUT045",2939.20143885137
"FDO49","OUT013",877.754566154229
"FDL04","OUT019",0
"DRM48","OUT035",725.516588492245
"FDR16","OUT013",3413.86657977341
"NCC19","OUT018",2753.88327754326
"NCE42","OUT045",3637.84296340845
"FDY24","OUT017",1075.4423425889
"FDH19","OUT049",2860.28278578592
"FDJ46","OUT013",2808.44550171102
"FDN45","OUT010",1656.15505742786
"FDY08","OUT035",2354.73924152355
"FDZ37","OUT035",1524.55735394604
"NCT30","OUT045",711.204453952025
"DRY23","OUT018",423.427812443444
"NCZ30","OUT018",1649.77123643823
"FDC44","OUT018",1566.36462643246
"FDB45","OUT035",1804.75074163776
"FDY04","OUT013",2650.00714596849
"FDM27","OUT046",2598.48350385019
"FDZ43","OUT017",3974.03786668914
"FDT39","OUT019",522.099759067507
"NCC06","OUT019",102.067420270788
"FDL15","OUT027",3919.54233023636
"FDL57","OUT017",4227.29281354942
"FDU08","OUT046",1662.10354946061
"FDK40","OUT017",4329.35583902804
"FDQ12","OUT010",1726.04005621685
"FDS48","OUT017",2572.66022435091
"FDP09","OUT045",3320.34136480528
"FDW21","OUT049",1671.13948463439
"FDY25","OUT035",2994.34519477826
"DRE13","OUT017",1519.79201571979
"FDV43","OUT019",0
"FDD22","OUT045",1759.42082219978
"FDM46","OUT019",0
"NCO30","OUT010",992.733999060828
"FDM25","OUT046",2829.91825140914
"NCN41","OUT049",1995.35546939074
"FDU24","OUT045",1472.51304835487
"FDZ50","OUT046",2985.32611034296
"FDP45","OUT013",4022.93109907092
"NCM54","OUT045",1937.03107889689
"FDW10","OUT019",904.807324226825
"FDP20","OUT017",2210.66831396818
"FDK32","OUT046",2476.728471901
"FDN52","OUT049",1495.09686714269
"FDM58","OUT045",1748.53094660379
"FDZ46","OUT027",3254.55363266392
"NCA18","OUT018",1578.82214123385
"FDD35","OUT046",2022.08861134064
"NCK31","OUT035",899.947812203101
"FDI40","OUT027",3094.51913229832
"FDT50","OUT019",0
"NCT06","OUT046",2643.48930111148
"FDT31","OUT035",3099.97076527328
"FDT45","OUT049",956.44939484186
"FDT13","OUT045",2931.90261368944
"FDO50","OUT045",1436.24042844115
"NCU18","OUT010",306.4975985041
"NCR54","OUT049",3119.15951696634
"NCO18","OUT018",2529.65451623582
"FDU09","OUT045",896.650204053015
"FDT13","OUT018",2720.21850786693
"FDE09","OUT046",1872.41193836334
"NCK53","OUT019",0
"FDG45","OUT049",3448.59120219747
"DRH15","OUT035",846.207524026058
"FDO21","OUT019",1662.48442008626
"FDD14","OUT027",4396.49399019638
"FDC09","OUT046",1724.78256199808
"FDH45","OUT027",2203.78642501409
"FDV32","OUT046",1138.56189030793
"FDG12","OUT035",2030.00315125121
"FDS32","OUT013",2291.61822871152
"NCL55","OUT018",3664.30799129806
"DRE01","OUT035",3934.39578225243
"DRE15","OUT049",1296.81009021016
"NCL42","OUT045",3817.03742203693
"FDP31","OUT013",1106.69086511215
"FDN33","OUT018",1258.20914960326
"FDZ59","OUT046",2691.13145402782
"FDE45","OUT010",935.733781678814
"FDJ07","OUT013",1952.96176603448
"FDQ45","OUT018",2672.60486036825
"FDM33","OUT027",4940.25970402733
"FDO15","OUT010",0
"FDM46","OUT013",1549.98969808755
"FDR03","OUT045",3220.89813225575
"FDY49","OUT018",2391.91987257819
"FDQ60","OUT045",1869.18143402825
"FDW10","OUT049",2870.60016506486
"FDO51","OUT049",824.457879832441
"FDJ40","OUT018",1495.41553122808
"FDS20","OUT018",2637.88793696824
"FDU45","OUT013",1860.19247152878
"FDV02","OUT035",2812.53094322069
"FDN09","OUT046",3895.75082409776
"NCM55","OUT027",4388.23585022119
"FDN23","OUT018",2053.18251368244
"FDY31","OUT010",419.889708875983
"FDW03","OUT010",0
"FDD14","OUT046",2980.12697259413
"FDV23","OUT017",2176.48343877586
"DRI03","OUT045",2722.72596116092
"FDN13","OUT035",1722.37972262971
"FDF45","OUT027",2460.64436500013
"FDU46","OUT035",1537.53497426342
"FDB57","OUT049",3589.95734439852
"FDV12","OUT049",1680.51411182602
"FDQ58","OUT013",2461.97010835606
"NCA18","OUT017",1978.10051646684
"FDH52","OUT049",1084.38676473655
"FDM24","OUT018",2138.62447760855
"NCP43","OUT027",4302.26183808738
"NCO18","OUT019",875.793081365677
"FDM32","OUT017",1639.4321110981
"NCL07","OUT017",764.638567412961
"FDK03","OUT013",4050.3611400007
"FDP59","OUT017",1811.83128735469
"FDQ24","OUT049",4030.14478434649
"FDQ16","OUT018",1507.86110333778
"FDU44","OUT013",2610.09108481965
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",858.821887625582
"FDR56","OUT046",3176.92569297178
"FDV39","OUT049",3192.7164624081
"FDU37","OUT019",0
"FDQ11","OUT010",2152.26667565076
"FDX02","OUT045",3498.47172701838
"NCS42","OUT018",1197.13822438056
"FDY57","OUT027",3003.34598241569
"FDB21","OUT049",3893.44573168658
"FDE28","OUT017",3796.93115278206
"FDQ55","OUT017",1983.24726341461
"FDA48","OUT049",3593.60078563364
"FDZ19","OUT045",2733.54819679808
"NCC43","OUT045",3900.92368944933
"NCV18","OUT046",1354.45161542145
"NCA42","OUT018",2230.83321848891
"FDY45","OUT046",4114.36974377675
"NCC30","OUT045",2756.36353898778
"FDM57","OUT013",1439.20543795305
"FDL09","OUT010",756.539323050331
"FDB09","OUT027",3472.06800781817
"FDT44","OUT035",2025.90855802712
"NCT06","OUT027",4039.63226403547
"FDX26","OUT049",2982.48896972408
"FDK32","OUT013",2492.06039032429
"DRA12","OUT046",2318.3577561173
"FDO46","OUT010",1084.87840644843
"FDE52","OUT013",1458.81654820491
"NCH42","OUT045",3555.4719444004
"FDV08","OUT035",831.11496713779
"FDB47","OUT018",3080.20356974696
"FDC28","OUT010",0
"FDD22","OUT046",1896.23898616736
"FDS07","OUT027",3323.45543125625
"DRI13","OUT045",3364.41965913704
"FDG32","OUT018",3271.80315237579
"FDU14","OUT017",4114.42080869353
"FDD28","OUT019",0
"NCP41","OUT017",1878.69773202667
"FDS08","OUT049",2853.48750341402
"FDX47","OUT045",2471.53156717257
"FDC53","OUT019",0
"FDQ19","OUT035",3928.59695633708
"FDL14","OUT045",2430.59185771772
"FDM33","OUT019",1617.982165615
"FDA51","OUT045",1782.71582179611
"FDZ27","OUT018",559.567625046192
"FDT04","OUT046",768.791497356644
"DRC13","OUT049",2039.99431734784
"FDR16","OUT027",4870.90675344603
"FDQ03","OUT027",5205.42817478961
"FDE38","OUT035",2787.22909512167
"DRH23","OUT027",2386.65151672716
"FDT11","OUT019",1098.00305147872
"FDD09","OUT035",2972.56544358629
"FDR40","OUT045",1295.93838265548
"FDX07","OUT017",3075.52667683635
"FDR07","OUT035",1686.1879989347
"FDA51","OUT017",1998.3126284534
"FDT59","OUT019",1759.34830781605
"FDF20","OUT017",3255.7043356615
"FDR13","OUT045",1807.56651790615
"FDY26","OUT049",3400.89665848008
"FDW04","OUT017",2240.67769971769
"FDK52","OUT017",3750.87320179709
"FDN60","OUT049",2575.3818604437
"FDM09","OUT019",835.454373645523
"FDP46","OUT049",1497.63576385307
"FDB50","OUT019",0
"NCQ29","OUT049",4110.39955321548
"FDP16","OUT027",5347.85841340605
"FDX33","OUT018",2310.08090177783
"FDP07","OUT010",1201.92590074712
"FDN22","OUT046",4034.04602138075
"FDF39","OUT049",4201.56076040641
"FDS21","OUT017",1165.5109479468
"NCM42","OUT013",1731.73499611811
"FDK50","OUT019",720.494624068227
"DRF13","OUT027",3784.95821414733
"FDH35","OUT018",2353.55950794307
"FDP60","OUT018",1350.89754789025
"DRJ49","OUT027",3523.92478471849
"NCT42","OUT019",438.184986237445
"FDE38","OUT049",2739.10025015377
"FDI04","OUT049",3220.71899965493
"NCH54","OUT045",2430.56335230006
"FDT56","OUT049",1047.13094462616
"DRD15","OUT018",3386.29849370423
"FDV58","OUT013",3126.42675772082
"FDP21","OUT049",3040.9520447094
"FDH05","OUT013",3732.42033210025
"FDR10","OUT027",4043.79581078658
"NCP06","OUT045",2299.02298927962
"FDF33","OUT049",1786.63128241937
"DRK37","OUT013",3009.44690338095
"DRH49","OUT045",1300.14106394776
"FDT58","OUT013",2716.28915163172
"FDD41","OUT018",1426.02213253743
"FDP40","OUT018",1519.73417913044
"FDM51","OUT027",3112.12339404749
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",862.95692895903
"FDB10","OUT010",1857.62086734665
"FDM40","OUT035",2381.67768235499
"NCI06","OUT017",2988.00891088053
"FDW12","OUT019",410.210954408279
"FDX48","OUT027",3939.72593680527
"NCW05","OUT027",3149.92320505727
"FDX27","OUT017",1701.0470272202
"DRM37","OUT045",3073.90889216637
"FDA38","OUT045",3778.70556281946
"FDR36","OUT046",749.550642875049
"FDZ45","OUT046",3219.42109894035
"FDG05","OUT017",2686.10472552384
"FDK28","OUT013",4133.26420721643
"FDV47","OUT045",1354.97395395784
"FDN21","OUT045",2518.12156636523
"FDP20","OUT027",3509.36427603791
"FDI35","OUT045",2848.54839448473
"DRY23","OUT013",753.036677355157
"FDA56","OUT017",2130.38503968154
"FDB09","OUT013",2027.47340625525
"NCO26","OUT027",3309.46610532453
"FDQ49","OUT018",2238.59975836577
"FDI52","OUT027",3434.77173959843
"FDZ44","OUT027",3358.1319065469
"FDZ09","OUT018",2360.31434220561
"FDY03","OUT049",1890.25000441171
"NCG42","OUT017",2195.61489162109
"DRI13","OUT027",4891.15799997376
"FDQ32","OUT013",2065.34217079204
"FDW16","OUT035",1592.39505612298
"FDU27","OUT046",858.328054506851
"FDR28","OUT010",694.924406928235
"FDQ49","OUT010",622.460063319509
"FDS37","OUT046",1933.49480627775
"FDW26","OUT018",3232.91073953298
"FDX12","OUT018",3554.04383667956
"NCP06","OUT013",2409.16926580025
"FDW45","OUT010",421.445405389696
"NCN30","OUT049",1554.59553312572
"FDN24","OUT049",956.44939484186
"NCL41","OUT027",1994.47317899972
"FDR02","OUT019",0
"FDD09","OUT010",976.141442925982
"FDS33","OUT010",0
"FDU22","OUT045",1881.6674542473
"FDI53","OUT013",2639.15771848185
"DRH01","OUT049",2833.4119849133
"FDX32","OUT013",2335.09683487676
"NCP30","OUT018",375.226419469938
"FDB60","OUT045",3068.68256256807
"FDB14","OUT049",1583.65022409623
"NCP02","OUT035",1033.57591994495
"FDJ10","OUT017",2404.84724141674
"FDG34","OUT046",1846.00554573959
"NCB18","OUT017",1540.98402143694
"FDM16","OUT049",1285.32052644765
"FDW25","OUT018",1111.64386965339
"FDB35","OUT010",0
"DRN11","OUT013",2307.69398579645
"FDF41","OUT019",2039.05009540944
"FDH16","OUT045",1392.72137416656
"NCQ50","OUT018",3062.53035447078
"DRH23","OUT018",660.674642177621
"DRJ37","OUT013",2442.38618995368
"DRJ24","OUT027",4373.75823065722
"FDY16","OUT035",3030.57736658263
"FDQ27","OUT045",1657.43869293987
"FDZ33","OUT045",2332.74476979126
"FDF29","OUT045",2063.97330590321
"FDA08","OUT049",2668.60230693838
"FDG31","OUT046",1140.60918691998
"FDE34","OUT019",1029.67374920344
"NCR30","OUT027",2631.4997874347
"FDV33","OUT035",4192.74177879335
"DRZ24","OUT018",1642.04845113679
"NCL54","OUT035",2829.61509945387
"FDR12","OUT049",2819.87512453875
"NCC54","OUT046",3843.48202974964
"DRN59","OUT013",793.403890492968
"FDX50","OUT019",0
"FDV31","OUT027",4306.42538483849
"NCA29","OUT027",4172.27717158065
"FDW60","OUT049",2881.49004066084
"FDX08","OUT017",3058.98651150256
"DRD49","OUT013",3757.78982015811
"FDD33","OUT046",3724.33484803784
"FDW35","OUT013",767.99395432576
"FDJ36","OUT017",1822.22956285235
"FDV51","OUT035",2765.44934392969
"FDW36","OUT046",1782.79448499442
"FDH35","OUT046",2697.39468819203
"NCS30","OUT027",3521.28974263162
"FDN49","OUT017",815.924161564416
"FDL08","OUT018",3630.19206963276
"FDI09","OUT013",3845.82438516384
"FDP19","OUT018",1817.040228473
"FDU21","OUT010",0
"NCP41","OUT045",1649.09965674596
"FDY10","OUT013",1862.77181634852
"FDP12","OUT018",367.476442319033
"NCN26","OUT049",1889.68945078636
"FDK44","OUT013",2825.06656326352
"FDC28","OUT049",1828.10304008192
"FDJ41","OUT027",5626.00450448572
"NCT29","OUT035",2052.32689334257
"NCH42","OUT019",1683.70361765288
"FDU60","OUT018",2402.72885195546
"FDS02","OUT045",3026.14670849015
"FDC51","OUT046",2041.20812149417
"FDU03","OUT013",2951.93983674283
"FDX39","OUT045",3315.18267516581
"NCY05","OUT010",0
"NCL06","OUT027",5528.04801492289
"FDD32","OUT035",1422.00272836908
"NCN41","OUT045",1884.21829364938
"NCX53","OUT049",2285.37463626307
"FDU57","OUT019",508.630538651783
"FDQ23","OUT046",1745.00661667635
"FDQ52","OUT045",3895.22100891047
"FDC14","OUT045",645.402105695426
"FDY09","OUT035",2927.5715890167
"FDQ28","OUT045",2454.99140183878
"FDV25","OUT046",3565.36444408762
"FDJ07","OUT035",1984.96884857226
"DRB25","OUT049",1749.40265415846
"FDK52","OUT019",1683.73212307054
"FDY52","OUT027",2512.9655501493
"FDB28","OUT046",3204.39618201092
"FDT36","OUT035",738.426568850802
"FDV25","OUT017",3676.81271356529
"NCN07","OUT027",3512.93876374601
"FDC57","OUT017",3227.78269463338
"FDQ03","OUT018",3485.67408629492
"FDU23","OUT017",2820.75648157171
"NCX41","OUT035",3438.18801865304
"NCD06","OUT035",857.001254245555
"FDW08","OUT045",1681.22529263453
"NCU29","OUT017",2431.22512862284
"NCE06","OUT013",2568.67171795816
"FDV52","OUT010",0
"FDB02","OUT017",2968.83700992595
"NCR18","OUT045",641.811055261367
"FDK16","OUT049",1599.166741124
"NCQ29","OUT010",2140.32464633109
"FDZ01","OUT019",0
"FDW27","OUT035",2619.94816039519
"FDD17","OUT018",3503.81039625178
"FDW39","OUT013",2858.71939024815
"DRH59","OUT045",1119.35046069621
"FDS52","OUT013",1692.95198491166
"FDU40","OUT027",4567.95041436566
"NCF54","OUT013",2765.51088644517
"FDH46","OUT045",1620.63402481846
"NCP14","OUT049",1696.00212343613
"FDH50","OUT049",3012.00675537526
"DRF15","OUT010",518.90898128601
"FDV27","OUT027",2890.96557765813
"NCJ06","OUT049",1953.43255973921
"FDN02","OUT018",2999.34779914327
"FDQ51","OUT049",845.624686598012
"FDQ07","OUT017",3686.14689264757
"FDS45","OUT049",1766.44767585047
"NCJ06","OUT045",1859.40804564869
"FDD36","OUT035",2000.48536560003
"FDY25","OUT045",2861.52601480212
"FDU52","OUT046",2537.31973971707
"DRK47","OUT017",3721.87420809372
"NCL30","OUT017",2172.31989202476
"FDN22","OUT035",4095.38629096522
"NCF30","OUT027",3447.72085449816
