"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDT28","OUT019",329.769377040498
"FDQ22","OUT018",522.92053875445
"FDR60","OUT049",1105.93046444349
"FDC50","OUT019",308.475392071024
"FDV24","OUT013",2483.45226757987
"DRF48","OUT010",562.783278085375
"FDQ47","OUT046",746.734016546824
"DRN36","OUT049",1647.04055211926
"NCY06","OUT035",2007.72044538678
"FDE52","OUT035",1468.39505539101
"NCB54","OUT045",1624.03830174343
"NCF31","OUT035",2442.59385408604
"FDJ08","OUT027",4932.98924262431
"NCC07","OUT017",1632.61544482525
"NCD19","OUT027",1623.29152787495
"FDL46","OUT049",1923.18681059451
"FDM20","OUT045",4294.49308669412
"NCI06","OUT010",438.738417899661
"DRM11","OUT035",4520.60170822936
"NCH07","OUT018",2237.015548726
"FDS23","OUT013",2056.54060780914
"FDO49","OUT018",656.930906704095
"FDS35","OUT049",1013.01524162302
"DRK39","OUT045",1412.31414309703
"DRI39","OUT049",895.435348949524
"FDV04","OUT017",1915.57802032898
"NCN14","OUT035",2627.6589097105
"FDH08","OUT013",3905.67330375174
"FDS20","OUT046",3234.42646641258
"FDV40","OUT049",1071.84410320649
"FDZ48","OUT010",202.469889202631
"FDS24","OUT027",2280.01168181378
"FDK44","OUT049",2233.52048601456
"FDS48","OUT045",2266.03237994112
"FDK26","OUT010",571.052174342896
"FDD23","OUT045",3845.76461950271
"NCH54","OUT017",2949.05294021777
"NCP14","OUT010",222.091441715315
"FDM60","OUT010",99.385665183088
"FDV24","OUT017",2251.80166589509
"FDH08","OUT018",3466.38677011259
"FDS12","OUT027",3279.79386618389
"FDR39","OUT027",5063.10417022069
"FDP12","OUT027",1016.54198263256
"DRF60","OUT027",5720.5387757112
"FDC09","OUT035",1750.82742516295
"FDF50","OUT018",3031.11867734951
"FDG28","OUT035",3792.32892669155
"NCE19","OUT017",858.527330719934
"NCM53","OUT010",289.563150205648
"NCN18","OUT049",1594.82074800341
"FDF32","OUT035",3190.24142899187
"FDF11","OUT013",3539.28031588117
"DRI59","OUT049",3991.15285200954
"NCG54","OUT035",3066.97808419389
"FDM44","OUT046",1464.20619701672
"FDT57","OUT018",2107.64945269065
"FDV24","OUT046",2598.1853357358
"FDI50","OUT019",580.460879564254
"FDS09","OUT035",857.914902066929
"NCC31","OUT027",4286.94045607895
"FDQ07","OUT019",463.945371830819
"FDC22","OUT017",3410.87113341575
"FDZ56","OUT046",2693.51455734026
"FDZ40","OUT019",148.596117455884
"FDS46","OUT027",3126.98403864824
"DRD24","OUT045",1881.11365464678
"FDV45","OUT017",3247.35618354284
"FDL26","OUT045",3419.84688627142
"FDA56","OUT018",1460.12297122544
"FDN27","OUT046",1730.12420341222
"FDM20","OUT049",4354.11665297414
"FDO16","OUT017",1958.04668934543
"FDL03","OUT035",3289.87411418944
"FDE58","OUT046",2051.06765623628
"FDI02","OUT027",3170.20097472373
"NCC55","OUT019",92.2071703235034
"FDR03","OUT018",3257.12278192853
"FDB14","OUT017",1602.66502651696
"FDR45","OUT013",3983.16840698551
"NCN07","OUT017",2246.2614159957
"FDM51","OUT019",250.250613129961
"FDT52","OUT027",5989.13264190493
"FDL26","OUT046",2837.71031160327
"NCZ42","OUT046",3670.2147508442
"DRI47","OUT019",407.395914800269
"FDW40","OUT013",2342.5274427943
"FDN34","OUT046",3529.69872664008
"FDS01","OUT035",3202.29046697322
"NCG55","OUT045",1802.75671006886
"FDC11","OUT035",1294.33982852647
"FDX35","OUT018",2898.81626463101
"NCB06","OUT046",2220.03587328227
"FDR09","OUT019",480.932351456077
"FDC53","OUT017",1690.88674625294
"FDY45","OUT013",4152.87032869232
"FDA22","OUT010",387.336991109339
"FDE02","OUT035",1827.97631684844
"FDW21","OUT045",1736.49494242358
"FDV34","OUT046",1346.93127382858
"FDS59","OUT049",2173.113720137
"NCW17","OUT017",2465.07908573371
"NCK54","OUT046",2014.60091437008
"FDG17","OUT019",561.310631804555
"FDG35","OUT017",3707.88199295294
"FDD08","OUT010",107.344943703032
"NCO07","OUT017",4182.8423347805
"FDJ10","OUT010",299.509776582534
"FDW36","OUT017",1668.98567353897
"FDW21","OUT010",239.474378748068
"FDY19","OUT017",2111.99625142101
"DRE03","OUT013",668.717109429616
"NCC55","OUT049",756.065940484032
"FDH52","OUT010",139.030860073609
"FDO09","OUT017",4595.13189689901
"FDU43","OUT045",4126.39679474208
"FDX09","OUT010",417.356528827575
"FDH40","OUT019",256.833608764461
"FDW58","OUT017",1922.6072760304
"FDC47","OUT017",4861.74682304989
"NCR41","OUT035",1645.96842527807
"DRG49","OUT035",4915.06809545328
"FDC52","OUT027",4292.36405299497
"FDY13","OUT046",1325.97062323121
"FDY35","OUT013",809.178226863723
"FDI35","OUT017",4631.8939205093
"NCU18","OUT049",2383.8624088324
"FDY33","OUT018",2691.66739406675
"FDC15","OUT027",4290.38288467146
"FDU01","OUT049",3445.2103981381
"NCU42","OUT046",3282.86052017596
"NCV29","OUT018",2214.16890450415
"NCY30","OUT017",3001.71294745324
"FDQ46","OUT049",1730.87734453947
"FDG58","OUT027",3642.43751879579
"FDK33","OUT017",4413.43621251687
"NCD07","OUT045",1311.97673950309
"NCX29","OUT027",3535.39171531803
"NCT42","OUT013",2373.15860675423
"DRN59","OUT035",741.879911336292
"FDI44","OUT035",1378.16552862391
"FDA45","OUT049",2186.95405876046
"FDP31","OUT045",884.622965984783
"FDY01","OUT046",1840.6627047067
"FDT09","OUT018",1899.02993406746
"DRH03","OUT027",2280.65081038169
"FDA36","OUT018",2389.94062605063
"NCF31","OUT017",2251.67735196075
"FDG14","OUT049",2773.823329476
"FDG28","OUT027",5768.36642902255
"FDU14","OUT049",3799.16743473132
"FDY47","OUT019",272.298063993709
"FDI56","OUT049",1436.04977137786
"DRD01","OUT013",734.132702249534
"FDM22","OUT046",1148.90318176238
"FDH33","OUT013",600.698736577888
"DRZ24","OUT013",2138.93016689011
"NCQ38","OUT046",1663.35156144894
"FDO16","OUT027",2360.36305578672
"FDU07","OUT027",4770.7505332359
"NCB07","OUT013",2529.10097778705
"FDU48","OUT045",1579.31205907593
"NCM43","OUT045",2580.84371901025
"FDR31","OUT010",320.67552326186
"DRK49","OUT018",365.463201654802
"NCI30","OUT010",904.332696053119
"DRD60","OUT017",3281.34182848063
"NCG19","OUT046",3130.24045582521
"FDH12","OUT035",1598.15684269038
"FDM32","OUT035",1545.29029222622
"FDM27","OUT035",2691.62789248969
"NCU53","OUT027",4415.66291906832
"NCQ18","OUT046",1792.84501973181
"FDS10","OUT013",3035.50850731731
"FDB33","OUT027",4417.48924387236
"FDI12","OUT013",1262.47587023166
"NCW42","OUT013",3960.87647842435
"NCC06","OUT018",1892.19519465917
"FDW02","OUT017",2299.8967121344
"NCD43","OUT017",1698.86846927666
"FDM57","OUT018",1064.65926743671
"FDA58","OUT017",3674.07431078097
"FDK56","OUT046",3193.28963956872
"FDP52","OUT045",4113.2761351178
"FDW20","OUT018",1701.09978510533
"FDS52","OUT049",1493.84959715915
"NCT29","OUT018",1732.00289220067
"NCL54","OUT013",3145.66372302125
"FDC05","OUT045",2544.76353245764
"FDF34","OUT035",2799.09269998789
"FDP03","OUT027",3436.56414436395
"FDD32","OUT010",168.690662213744
"FDZ10","OUT045",2170.74867344963
"FDZ40","OUT035",894.321945891252
"FDD51","OUT018",492.764246974699
"NCY30","OUT019",377.662890519937
"FDP58","OUT017",3537.03998573062
"FDV49","OUT017",4617.42580647664
"FDY24","OUT019",160.589522536396
"NCO55","OUT017",1557.43092434292
"FDR13","OUT017",1911.83575197606
"FDS51","OUT017",948.829460184318
"FDP26","OUT045",1208.24837539649
"NCB54","OUT027",3623.37472571081
"FDF32","OUT017",3159.45923093839
"FDN31","OUT018",2744.98057407905
"DRM48","OUT017",815.084028582076
"FDN20","OUT049",2830.06930759719
"DRL01","OUT046",3826.03779614321
"FDV56","OUT049",1513.73218133289
"DRH13","OUT027",2589.40507782996
"FDA03","OUT017",2466.57415289242
"FDF47","OUT027",5048.28510271069
"FDX32","OUT046",2685.07828225922
"FDX57","OUT049",1828.33192515426
"NCA30","OUT045",3064.62598066669
"FDO49","OUT013",630.046393831722
"FDL04","OUT019",215.114873030905
"DRM48","OUT035",818.560997311802
"FDR16","OUT013",3698.51486610552
"NCC19","OUT018",3069.63722793439
"NCE42","OUT045",2944.40807711624
"FDY24","OUT017",1213.95623597
"FDH19","OUT049",2287.63923984045
"FDJ46","OUT013",2525.05308084397
"FDN45","OUT010",633.435462154716
"FDY08","OUT035",2329.7613265678
"FDZ37","OUT035",1546.47743242678
"NCT30","OUT045",750.332042208525
"DRY23","OUT018",442.259740554045
"NCZ30","OUT018",1914.71229129573
"FDC44","OUT018",1541.15955510982
"FDB45","OUT035",1662.542072392
"FDY04","OUT013",2382.21285883456
"FDM27","OUT046",2703.65880620162
"FDZ43","OUT017",4704.26161910087
"FDT39","OUT019",366.360286757401
"NCC06","OUT019",354.784077997931
"FDL15","OUT027",4124.01099774969
"FDL57","OUT017",4999.62012121206
"FDU08","OUT046",1358.50335062633
"FDK40","OUT017",3844.57719902393
"FDQ12","OUT010",488.132533101907
"FDS48","OUT017",2641.37093369436
"FDP09","OUT045",4102.66759149991
"FDW21","OUT049",1611.16937754225
"FDY25","OUT035",3582.08647049292
"DRE13","OUT017",1378.89918922387
"FDV43","OUT019",86.2432115226145
"FDD22","OUT045",1865.81080644891
"FDM46","OUT019",302.570718759271
"NCO30","OUT010",468.37967717495
"FDM25","OUT046",2819.98290356774
"NCN41","OUT049",2077.47979042999
"FDU24","OUT045",1833.51606644893
"FDZ50","OUT046",3211.13047188392
"FDP45","OUT013",3839.07838004298
"NCM54","OUT045",1775.22992081507
"FDW10","OUT019",365.501808349331
"FDP20","OUT017",1967.99578197799
"FDK32","OUT046",2555.8560854963
"FDN52","OUT049",1187.10046041738
"FDM58","OUT045",2266.65137681488
"FDZ46","OUT027",2889.31586929927
"NCA18","OUT018",1776.68272600636
"FDD35","OUT046",2158.52185010038
"NCK31","OUT035",721.21084605258
"FDI40","OUT027",2971.87511579621
"FDT50","OUT019",233.507802063655
"NCT06","OUT046",2841.21562392791
"FDT31","OUT035",2878.67839622352
"FDT45","OUT049",867.880026048193
"FDT13","OUT045",3218.26269344621
"FDO50","OUT045",1455.41474767112
"NCU18","OUT010",325.104740337764
"NCR54","OUT049",3309.30640412678
"NCO18","OUT018",2352.40305835704
"FDU09","OUT045",806.240037179293
"FDT13","OUT018",2450.37258891069
"FDE09","OUT046",1726.57820953177
"NCK53","OUT019",273.342165426991
"FDG45","OUT049",3830.29131883711
"DRH15","OUT035",815.517399864799
"FDO21","OUT019",521.973827923262
"FDD14","OUT027",5201.18938219762
"FDC09","OUT046",1560.93480002869
"FDH45","OUT027",1132.10845437336
"FDV32","OUT046",1176.2247243774
"FDG12","OUT035",2272.23949479035
"FDS32","OUT013",2310.62432356157
"NCL55","OUT018",3817.60847920319
"DRE01","OUT035",4494.78622387507
"DRE15","OUT049",1292.89251135437
"NCL42","OUT045",4123.29908299611
"FDP31","OUT013",916.124916801826
"FDN33","OUT018",1411.07906202481
"FDZ59","OUT046",3176.39390311924
"FDE45","OUT010",383.226030313345
"FDJ07","OUT013",1652.70983724496
"FDQ45","OUT018",2832.67709851191
"FDM33","OUT027",5336.84370905172
"FDO15","OUT010",183.412637127678
"FDM46","OUT013",1646.18022469
"FDR03","OUT045",3907.53128404389
"FDY49","OUT018",2024.63160148581
"FDQ60","OUT045",1902.58953630557
"FDW10","OUT049",2534.4908608502
"FDO51","OUT049",767.160848167259
"FDJ40","OUT018",1342.87510904686
"FDS20","OUT018",2556.08306163282
"FDU45","OUT013",2317.91628535243
"FDV02","OUT035",2708.98556192355
"FDN09","OUT046",3386.07873564286
"NCM55","OUT027",4389.3447582212
"FDN23","OUT018",2404.43595978188
"FDY31","OUT010",369.460399960166
"FDW03","OUT010",285.474442795598
"FDD14","OUT046",2946.97231014005
"FDV23","OUT017",1818.89001745688
"DRI03","OUT045",2552.31987524041
"FDN13","OUT035",1278.99211006017
"FDF45","OUT027",1909.28247671892
"FDU46","OUT035",1507.24706530142
"FDB57","OUT049",3308.49459091337
"FDV12","OUT049",1993.02124059782
"FDQ58","OUT013",2274.14608377553
"NCA18","OUT017",1704.51800928389
"FDH52","OUT049",846.12346786252
"FDM24","OUT018",2407.2305256045
"NCP43","OUT027",4466.65856147008
"NCO18","OUT019",409.904532936604
"FDM32","OUT017",1289.75359329747
"NCL07","OUT017",602.479685464502
"FDK03","OUT013",4913.9482048935
"FDP59","OUT017",1560.74034884286
"FDQ24","OUT049",3912.28802635651
"FDQ16","OUT018",1392.59724281129
"FDU44","OUT013",2425.09615913972
"FDH28","OUT010",114.229533930955
"FDV28","OUT019",88.7026257351144
"FDM22","OUT045",940.612402403015
"FDR56","OUT046",2567.49946648661
"FDV39","OUT049",2688.56166117088
"FDU37","OUT019",267.544147174313
"FDQ11","OUT010",802.483442134285
"FDX02","OUT045",3974.11341155038
"NCS42","OUT018",1518.77998047781
"FDY57","OUT027",2868.13976229931
"FDB21","OUT049",3960.39144440148
"FDE28","OUT017",3223.75226700291
"FDQ55","OUT017",2161.36742382337
"FDA48","OUT049",3711.62567625519
"FDZ19","OUT045",2099.6583314615
"NCC43","OUT045",3229.41171983475
"NCV18","OUT046",1772.19145562991
"NCA42","OUT018",2889.89664753994
"FDY45","OUT046",3738.11363418657
"NCC30","OUT045",3150.61392328132
"FDM57","OUT013",1514.24246243292
"FDL09","OUT010",453.76659110019
"FDB09","OUT027",3416.24742483681
"FDT44","OUT035",1787.08147771797
"NCT06","OUT027",4014.18093043962
"FDX26","OUT049",3574.89739163861
"FDK32","OUT013",2578.03185934407
"DRA12","OUT046",2089.23206744237
"FDO46","OUT010",559.529840147663
"FDE52","OUT013",1254.94451606685
"NCH42","OUT045",4317.78028219429
"FDV08","OUT035",710.621731469767
"FDB47","OUT018",2538.54323639439
"FDC28","OUT010",224.331709875803
"FDD22","OUT046",1964.64686730568
"FDS07","OUT027",3768.24947557683
"DRI13","OUT045",3862.55650699587
"FDG32","OUT018",3806.89931868245
"FDU14","OUT017",4079.331799033
"FDD28","OUT019",152.658041913113
"NCP41","OUT017",1656.67939452918
"FDS08","OUT049",2287.37441518275
"FDX47","OUT045",1953.43078993333
"FDC53","OUT019",227.337837937752
"FDQ19","OUT035",3903.67442953433
"FDL14","OUT045",2569.00700564623
"FDM33","OUT019",480.610196794813
"FDA51","OUT045",1905.96942369067
"FDZ27","OUT018",696.454636762065
"FDT04","OUT046",560.506415515275
"DRC13","OUT049",1977.79975806654
"FDR16","OUT027",5299.21227658457
"FDQ03","OUT027",6225.80805653647
"FDE38","OUT035",2612.08408074982
"DRH23","OUT027",1931.70311332807
"FDT11","OUT019",463.291813865467
"FDD09","OUT035",2757.13119898528
"FDR40","OUT045",1332.91529251903
"FDX07","OUT017",2970.34229754391
"FDR07","OUT035",1809.25609103403
"FDA51","OUT017",1899.45941661942
"FDT59","OUT019",523.437058205809
"FDF20","OUT017",3023.11204022928
"FDR13","OUT045",1802.34493159962
"FDY26","OUT049",4830.09920259642
"FDW04","OUT017",1826.52312212878
"FDK52","OUT017",4718.55206677045
"FDN60","OUT049",2879.32055421796
"FDM09","OUT019",395.866863513178
"FDP46","OUT049",1514.4442200775
"FDB50","OUT019",284.995298157965
"NCQ29","OUT049",3532.32817855315
"FDP16","OUT027",6538.77336155011
"FDX33","OUT018",2458.46376692821
"FDP07","OUT010",484.695927671121
"FDN22","OUT046",3636.97603965829
"FDF39","OUT049",4079.13881894449
"FDS21","OUT017",920.568579342135
"NCM42","OUT013",1761.08010486146
"FDK50","OUT019",441.504010779807
"DRF13","OUT027",3447.57953027358
"FDH35","OUT018",1931.90763504387
"FDP60","OUT018",1522.0943870401
"DRJ49","OUT027",3053.09198839273
"NCT42","OUT019",324.163239855357
"FDE38","OUT049",2478.24638442476
"FDI04","OUT049",3482.19913197401
"NCH54","OUT045",2771.19354483207
"FDT56","OUT049",780.192070959476
"DRD15","OUT018",2903.62071977215
"FDV58","OUT013",2746.70977060224
"FDP21","OUT049",3540.54867503665
"FDH05","OUT013",3204.3154519415
"FDR10","OUT027",4123.86327263326
"NCP06","OUT045",2033.44871435017
"FDF33","OUT049",1855.09284620237
"DRK37","OUT013",3616.92069171621
"DRH49","OUT045",1216.32073604558
"FDT58","OUT013",2630.07410995354
"FDD41","OUT018",1499.81463875186
"FDP40","OUT018",2028.51683844055
"FDM51","OUT027",2672.61128648755
"FDO45","OUT010",199.963028067734
"FDW33","OUT010",252.000365159905
"FDY24","OUT045",1013.58652233
"FDB10","OUT010",525.202542810589
"FDM40","OUT035",2158.98464783266
"NCI06","OUT017",3644.49568015
"FDW12","OUT019",350.401454797241
"FDX48","OUT027",4072.93158913139
"NCW05","OUT027",2369.96293920405
"FDX27","OUT017",1515.19149247571
"DRM37","OUT045",3898.02208210131
"FDA38","OUT045",3822.82544390435
"FDR36","OUT046",728.951956271653
"FDZ45","OUT046",3294.98562141054
"FDG05","OUT017",2415.0025452036
"FDK28","OUT013",5305.80486502749
"FDV47","OUT045",1405.29837080598
"FDN21","OUT045",2489.05877966958
"FDP20","OUT027",3880.07047945499
"FDI35","OUT045",4185.63825521411
"DRY23","OUT013",661.719060381249
"FDA56","OUT017",1963.0865956772
"FDB09","OUT013",1826.02958563053
"NCO26","OUT027",2963.93309863114
"FDQ49","OUT018",2684.24545562572
"FDI52","OUT027",2759.12341459618
"FDZ44","OUT027",3760.27670934474
"FDZ09","OUT018",2548.3271491828
"FDY03","OUT049",2125.78628425969
"NCG42","OUT017",2293.79876487502
"DRI13","OUT027",5656.08677675888
"FDQ32","OUT013",2146.90577109224
"FDW16","OUT035",1309.03208758079
"FDU27","OUT046",918.918024062542
"FDR28","OUT010",362.702118005192
"FDQ49","OUT010",454.594229665714
"FDS37","OUT046",1835.59141645997
"FDW26","OUT018",3409.34020502194
"FDX12","OUT018",2813.29723552647
"NCP06","OUT013",2561.29156473531
"FDW45","OUT010",327.519136867245
"NCN30","OUT049",1373.44384371824
"FDN24","OUT049",963.897946535081
"NCL41","OUT027",1122.29092589596
"FDR02","OUT019",284.296821172123
"FDD09","OUT010",444.029432710953
"FDS33","OUT010",197.712677085389
"FDU22","OUT045",1983.40108972445
"FDI53","OUT013",2321.86188049096
"DRH01","OUT049",2767.43092800001
"FDX32","OUT013",2408.79381870696
"NCP30","OUT018",499.357126344661
"FDB60","OUT045",3034.28058469399
"FDB14","OUT049",1484.07974799767
"NCP02","OUT035",773.875429435018
"FDJ10","OUT017",2391.60440702629
"FDG34","OUT046",1934.89395847477
"NCB18","OUT017",1578.06946268129
"FDM16","OUT049",1202.51803141471
"FDW25","OUT018",1416.1313041728
"FDB35","OUT010",168.218165504484
"DRN11","OUT013",2158.03431467667
"FDF41","OUT019",578.600036978522
"FDH16","OUT045",1331.56362363661
"NCQ50","OUT018",3046.04534524507
"DRH23","OUT018",692.778199482978
"DRJ37","OUT013",2217.10197670963
"DRJ24","OUT027",5271.02348313508
"FDY16","OUT035",3044.27382744765
"FDQ27","OUT045",1988.73915955893
"FDZ33","OUT045",2033.01553261569
"FDF29","OUT045",2012.51243577657
"FDA08","OUT049",3079.16516986619
"FDG31","OUT046",1063.91507411597
"FDE34","OUT019",464.055077801814
"NCR30","OUT027",2040.27675952491
"FDV33","OUT035",4138.3104048555
"DRZ24","OUT018",1374.74289682143
"NCL54","OUT035",3076.01846650831
"FDR12","OUT049",2850.58703862821
"NCC54","OUT046",4229.28339796849
"DRN59","OUT013",745.323238822271
"FDX50","OUT019",205.751637982593
"FDV31","OUT027",4999.6545484703
"NCA29","OUT027",4572.0082895786
"FDW60","OUT049",3202.869247647
"FDX08","OUT017",2825.21919089379
"DRD49","OUT013",3595.76842135619
"FDD33","OUT046",3565.88414274855
"FDW35","OUT013",729.963780095238
"FDJ36","OUT017",1778.90492624738
"FDV51","OUT035",3602.45158064327
"FDW36","OUT046",1693.29500536652
"FDH35","OUT046",2222.60002045802
"NCS30","OUT027",2938.01299391769
"FDN49","OUT017",614.139942583731
"FDL08","OUT018",2770.48949555684
"FDI09","OUT013",3530.30744822816
"FDP19","OUT018",1740.20748569535
"FDU21","OUT010",84.381426227831
"NCP41","OUT045",1493.33741926454
"FDY10","OUT013",1935.92028129161
"FDP12","OUT018",499.26429590933
"NCN26","OUT049",1966.96917692438
"FDK44","OUT013",2767.40855319804
"FDC28","OUT049",1457.56609920366
"FDJ41","OUT027",6190.88288692419
"NCT29","OUT035",1781.33515030751
"NCH42","OUT019",462.415829440566
"FDU60","OUT018",2574.0458987215
"FDS02","OUT045",3242.78122328304
"FDC51","OUT046",2127.91695366032
"FDU03","OUT013",3471.99689528654
"FDX39","OUT045",4140.30862129155
"NCY05","OUT010",96.7656916256766
"NCL06","OUT027",5956.26724502474
"FDD32","OUT035",1284.51016596232
"NCN41","OUT045",1786.55043123701
"NCX53","OUT049",2404.70726450949
"FDU57","OUT019",290.132440066711
"FDQ23","OUT046",1966.41139244355
"FDQ52","OUT045",4730.41003709762
"FDC14","OUT045",524.223605644012
"FDY09","OUT035",3622.46392380872
"FDQ28","OUT045",2411.15554762785
"FDV25","OUT046",4876.35961036112
"FDJ07","OUT035",2079.54130376063
"DRB25","OUT049",1641.64680876353
"FDK52","OUT019",647.971162072431
"FDY52","OUT027",1400.75770946434
"FDB28","OUT046",3189.09938478825
"FDT36","OUT035",637.919078407426
"FDV25","OUT017",4209.58142228524
"NCN07","OUT027",3389.01864971814
"FDC57","OUT017",3242.03268112956
"FDQ03","OUT018",3610.34811976365
"FDU23","OUT017",2999.71995856309
"NCX41","OUT035",3774.37052590989
"NCD06","OUT035",784.165246543838
"FDW08","OUT045",1555.23739743033
"NCU29","OUT017",2477.27440935929
"NCE06","OUT013",2425.82292014534
"FDV52","OUT010",247.773468932219
"FDB02","OUT017",2938.41349066384
"NCR18","OUT045",668.900930289337
"FDK16","OUT049",1471.14578003274
"NCQ29","OUT010",644.513750948587
"FDZ01","OUT019",239.582764661897
"FDW27","OUT035",2404.35203001933
"FDD17","OUT018",3612.30367765593
"FDW39","OUT013",2857.77626488377
"DRH59","OUT045",1027.00019063295
"FDS52","OUT013",1228.89196610805
"FDU40","OUT027",5266.11417525851
"NCF54","OUT013",2551.14975989262
"FDH46","OUT045",1490.30129330705
"NCP14","OUT049",1810.36067282975
"FDH50","OUT049",3328.32324183032
"DRF15","OUT010",324.528691169401
"FDV27","OUT027",2522.40525894263
"NCJ06","OUT049",2257.56193974597
"FDN02","OUT018",3302.04180365042
"FDQ51","OUT049",850.709327193333
